student,id,color,defect,hour,minute,weight,total.number,
schuyljw,50,R,N,11,58,50.35,57,
schuyljw,51,R,N,11,59,50.35,57,
schuyljw,52,R,N,11,59,50.35,57,
schuyljw,53,R,N,11,59,50.35,57,
schuyljw,54,R,N,11,59,50.35,57,
byrdes,6,R,C,11,45,50.7,58,
byrdes,21,R,M,11,50,50.7,58,
byrdes,22,R,L,11,50,50.7,58,
byrdes,31,R,N,11,52,50.7,58,
byrdes,54,R,L,11,59,50.7,58,
byrdes,58,R,L,12,0,50.7,58,
gagnonop,1,R,N,11,46,46.85,53,
gagnonop,2,R,L,11,47,46.85,53,
gagnonop,5,R,N,11,48,46.85,53,
gagnonop,6,R,N,11,49,46.85,53,
gagnonop,17,R,C,11,53,46.85,53,
gagnonop,22,R,L,11,55,46.85,53,
gagnonop,24,R,L,11,55,46.85,53,
gagnonop,34,R,L,11,57,46.85,53,
gagnonop,38,R,N,11,59,46.85,53,
gagnonop,41,R,N,11,59,46.85,53,
gagnonop,42,R,L,11,59,46.85,53,
gagnonop,52,R,N,12,2,46.85,53,
gagnonop,53,R,C,12,2,46.85,53,
Poolerc,14,R,N,11,52,49.02,56,
Poolerc,15,R,L,11,52,49.02,56,
Poolerc,16,R,N,11,52,49.02,56,
Poolerc,17,R,L,11,53,49.02,56,
Poolerc,18,R,L,11,53,49.02,56,
Poolerc,19,R,N,11,53,49.02,56,
Poolerc,20,R,L,11,53,49.02,56,
Poolerc,21,R,N,11,53,49.02,56,
Poolerc,22,R,N,11,53,49.02,56,
Poolerc,23,R,C,11,54,49.02,56,
Poolerc,24,R,N,11,54,49.02,56,
blanchwj,42,R,C,11,54,48.4,55,
blanchwj,43,R,L,11,54,48.4,55,
blanchwj,44,R,N,11,54,48.4,55,
blanchwj,45,R,N,11,54,48.4,55,
blanchwj,46,R,N,11,54,48.4,55,
blanchwj,47,R,N,11,54,48.4,55,
cartoncr,1,R,L,11,47,48.57,55,
cartoncr,2,R,N,11,48,48.57,55,
cartoncr,10,R,N,11,51,48.57,55,
cartoncr,11,R,L,11,52,48.57,55,
cartoncr,14,R,L,11,53,48.57,55,
cartoncr,20,R,L,11,54,48.57,55,
cartoncr,26,R,N,11,56,48.57,55,
cartoncr,31,R,N,11,57,48.57,55,
cartoncr,37,R,L,11,58,48.57,55,
cartoncr,43,R,M,11,59,48.57,55,
cartoncr,48,R,L,12,0,48.57,55,
cartoncr,52,R,C,12,1,48.57,55,
cartoncr,53,R,N,12,1,48.57,55,
grimmejp,2,R,N,11,48,51.94,59,
grimmejp,3,R,L,11,48,51.94,59,
grimmejp,14,R,L,11,52,51.94,59,
grimmejp,18,R,L,11,53,51.94,59,
grimmejp,20,R,L,11,54,51.94,59,
grimmejp,26,R,N,11,56,51.94,59,
grimmejp,28,R,L,11,56,51.94,59,
grimmejp,31,R,N,11,57,51.94,59,
grimmejp,36,R,L,11,58,51.94,59,
grimmejp,39,R,N,11,59,51.94,59,
grimmejp,48,R,L,12,2,51.94,59,
grimmejp,53,R,M,12,3,51.94,59,
clark3kr,4,R,M,11,50,49.33,56,
clark3kr,11,R,L,11,52,49.33,56,
clark3kr,12,R,N,11,52,49.33,56,
clark3kr,15,R,N,11,53,49.33,56,
clark3kr,44,R,L,12,0,49.33,56,
clark3kr,45,R,L,12,1,49.33,56,
clark3kr,46,R,N,12,1,49.33,56,
clark3kr,47,R,N,12,2,49.33,56,
clark3kr,48,R,L,12,2,49.33,56,
white3cd,2,R,L,11,48,51.09,59,
white3cd,15,R,N,11,54,51.09,59,
white3cd,20,R,N,11,55,51.09,59,
white3cd,33,R,C,11,57,51.09,59,
white3cd,35,R,N,11,57,51.09,59,
white3cd,45,R,L,11,59,51.09,59,
white3cd,49,R,L,12,0,51.09,59,
white3cd,50,R,M,12,0,51.09,59,
white3cd,55,R,L,12,1,51.09,59,
Stankake,7,R,N,11,48,50.18,59,
Stankake,11,R,L,11,50,50.18,59,
Stankake,16,R,L,11,51,50.18,59,
Stankake,19,R,L,11,52,50.18,59,
Stankake,23,R,N,11,53,50.18,59,
Stankake,25,R,L,11,53,50.18,59,
Stankake,30,R,N,11,55,50.18,59,
Stankake,34,R,N,11,56,50.18,59,
Stankake,39,R,M,11,58,50.18,59,
Stankake,46,R,L,12,0,50.18,59,
Stankake,47,R,L,12,0,50.18,59,
Stankake,55,R,N,12,3,50.18,59,
Stankake,56,R,L,12,3,50.18,59,
boltzjr,15,R,L,11,49,48.53,52,
boltzjr,16,R,L,11,49,48.53,52,
boltzjr,17,R,M,11,49,48.53,52,
boltzjr,18,R,N,11,50,48.53,52,
boltzjr,19,R,N,11,50,48.53,52,
boltzjr,20,R,N,11,50,48.53,52,
boltzjr,21,R,N,11,50,48.53,52,
boltzjr,22,R,N,11,50,48.53,52,
nicho2nx,2,R,M,11,49,47.34,54,
nicho2nx,3,R,L,11,50,47.34,54,
nicho2nx,8,R,L,11,51,47.34,54,
nicho2nx,19,R,C,11,54,47.34,54,
nicho2nx,20,R,M,11,55,47.34,54,
nicho2nx,25,R,N,11,56,47.34,54,
nicho2nx,36,R,N,11,58,47.34,54,
nicho2nx,37,R,L,11,59,47.34,54,
nicho2nx,42,R,M,12,0,47.34,54,
nicho2nx,53,R,C,12,5,47.34,54,
nicho2nx,54,R,M,12,5,47.34,54,
allenrj,25,Y,M,10,53,50.14,57,
allenrj,26,Y,M,10,53,50.14,57,
allenrj,27,Y,L,10,53,50.14,57,
allenrj,28,Y,N,10,53,50.14,57,
allenrj,29,Y,N,10,53,50.14,57,
allenrj,30,Y,N,10,53,50.14,57,
allenrj,31,Y,N,10,53,50.14,57,
Pinoja,2,Y,M,10,42,48.3,49,
Pinoja,14,Y,N,10,45,48.3,49,
Pinoja,23,Y,L,10,48,48.3,49,
Pinoja,31,Y,N,10,50,48.3,49,
Pinoja,35,Y,N,10,50,48.3,49,
Pinoja,36,Y,N,10,50,48.3,49,
Pinoja,39,Y,N,10,51,48.3,49,
Pinoja,43,Y,N,10,51,48.3,49,
walsh3hm,14,Y,N,10,49,49.6,57,
walsh3hm,26,Y,L,10,51,49.6,57,
walsh3hm,31,Y,N,10,52,49.6,57,
walsh3hm,36,Y,N,10,53,49.6,57,
brikkewf,54,Y,N,10,55,49.5,55,
brikkewf,55,Y,N,10,55,49.5,55,
saxmanbf,9,Y,N,10,47,50.95,58,
saxmanbf,11,Y,L,10,47,50.95,58,
saxmanbf,15,Y,N,10,48,50.95,58,
saxmanbf,23,Y,N,10,50,50.95,58,
saxmanbf,38,Y,N,10,53,50.95,58,
saxmanbf,56,Y,L,10,57,50.95,58,
billindr,9,Y,C,10,51,50.16,57,
billindr,10,Y,L,10,51,50.16,57,
billindr,11,Y,L,10,51,50.16,57,
billindr,12,Y,N,10,51,50.16,57,
billindr,13,Y,N,10,51,50.16,57,
billindr,14,Y,N,10,51,50.16,57,
billindr,15,Y,N,10,51,50.16,57,
billindr,16,Y,N,10,51,50.16,57,
billindr,17,Y,N,10,51,50.16,57,
billindr,18,Y,N,10,51,50.16,57,
lasekmz,6,Y,N,10,46,48.72,55,
lasekmz,13,Y,N,10,48,48.72,55,
lasekmz,29,Y,L,10,51,48.72,55,
lasekmz,40,Y,L,10,54,48.72,55,
lasekmz,46,Y,C,10,55,48.72,55,
lasekmz,47,Y,L,10,56,48.72,55,
stubengi,1,Y,L,10,48,48.64,56,
stubengi,2,Y,N,10,48,48.64,56,
stubengi,3,Y,N,10,48,48.64,56,
stubengi,4,Y,N,10,48,48.64,56,
stubengi,5,Y,N,10,48,48.64,56,
stubengi,6,Y,N,10,48,48.64,56,
stubengi,7,Y,N,10,48,48.64,56,
Tiggesja,7,Y,L,10,46,50.61,57,
Tiggesja,17,Y,N,10,50,50.61,57,
Tiggesja,37,Y,N,10,54,50.61,57,
Tiggesja,39,Y,N,10,54,50.61,57,
Tiggesja,55,Y,N,10,57,50.61,57,
selamarx,2,Y,N,10,46,48.75,55,
selamarx,13,Y,N,10,50,48.75,55,
selamarx,20,Y,C,10,52,48.75,55,
selamarx,32,Y,N,10,54,48.75,55,
selamarx,37,Y,L,10,55,48.75,55,
selamarx,43,Y,L,10,55,48.75,55,
selamarx,50,Y,N,10,56,48.75,55,
selamarx,55,Y,N,10,57,48.75,55,
gray2dl,1,Y,N,10,48,49.15,56,
gray2dl,4,Y,C,10,49,49.15,56,
gray2dl,6,Y,N,10,50,49.15,56,
gray2dl,22,Y,N,10,53,49.15,56,
gray2dl,23,Y,N,10,54,49.15,56,
gray2dl,31,Y,N,10,55,49.15,56,
gray2dl,37,Y,N,10,57,49.15,56,
Schereeu,3,Y,N,10,45,48.5,55,
Schereeu,5,Y,N,10,46,48.5,55,
Schereeu,11,Y,N,10,47,48.5,55,
Schereeu,15,Y,N,10,49,48.5,55,
Schereeu,19,Y,N,10,50,48.5,55,
Schereeu,21,Y,L,10,50,48.5,55,
Schereeu,37,Y,N,10,55,48.5,55,
Schereeu,44,Y,N,10,56,48.5,55,
Fairchap,4,Y,N,10,45,50.23,57,
Fairchap,13,Y,N,10,48,50.23,57,
Fairchap,39,Y,L,10,55,50.23,57,
Fairchap,55,Y,N,10,59,50.23,57,
Netzelbj,14,Y,N,10,48,48.95,56,
Netzelbj,15,Y,N,10,48,48.95,56,
Netzelbj,16,Y,N,10,48,48.95,56,
Netzelbj,17,Y,N,10,49,48.95,56,
Netzelbj,18,Y,N,10,49,48.95,56,
Netzelbj,19,Y,L,10,49,48.95,56,
pickfoja,4,Y,L,10,48,48.95,56,
pickfoja,8,Y,N,10,50,48.95,56,
pickfoja,10,Y,N,10,50,48.95,56,
pickfoja,18,Y,N,10,53,48.95,56,
pickfoja,21,Y,C,10,54,48.95,56,
pickfoja,29,Y,L,10,56,48.95,56,
pickfoja,34,Y,N,10,57,48.95,56,
pickfoja,43,Y,N,10,59,48.95,56,
pickfoja,47,Y,L,11,0,48.95,56,
pickfoja,51,Y,L,11,1,48.95,56,
staplelm,52,Y,L,10,57,48.72,55,
staplelm,53,Y,L,10,57,48.72,55,
staplelm,54,Y,M,10,57,48.72,55,
staplelm,55,Y,N,10,57,48.72,55,
rumburtm,11,Y,N,10,48,48.78,56,
rumburtm,12,Y,N,10,48,48.78,56,
rumburtm,21,Y,M,10,53,48.78,56,
rumburtm,24,Y,N,10,54,48.78,56,
rumburtm,25,Y,L,10,54,48.78,56,
rumburtm,32,Y,L,10,56,48.78,56,
rumburtm,38,Y,N,10,58,48.78,56,
rumburtm,45,Y,N,10,59,48.78,56,
rumburtm,47,Y,N,10,59,48.78,56,
rumburtm,50,Y,L,10,59,48.78,56,
rumburtm,55,Y,N,10,59,48.78,56,
paintejm,39,Y,L,10,48,47.95,55,
paintejm,40,Y,L,10,48,47.95,55,
paintejm,41,Y,L,10,48,47.95,55,
paintejm,42,Y,L,10,48,47.95,55,
gibbonej,44,Y,N,11,1,48.93,55,
gibbonej,45,Y,N,11,1,48.93,55,
gibbonej,46,Y,M,11,2,48.93,55,
gibbonej,47,Y,N,11,2,48.93,55,
gibbonej,48,Y,L,11,2,48.93,55,
gibbonej,49,Y,N,11,2,48.93,55,
gibbonej,50,Y,M,11,2,48.93,55,
gibbonej,51,Y,N,11,3,48.93,55,
gibbonej,51,Y,N,11,3,48.93,55,
gibbonej,51,Y,C,11,3,48.93,55,
gibbonej,51,Y,M,11,3,48.93,55,
gibbonej,51,Y,L,11,4,48.93,55,
ridgepb,14,Y,L,10,52,49.8,56,
ridgepb,15,Y,N,10,52,49.8,56,
ridgepb,25,Y,C,10,54,49.8,56,
ridgepb,32,Y,N,10,56,49.8,56,
ridgepb,33,Y,L,10,56,49.8,56,
ridgepb,54,Y,N,11,0,49.8,56,
ridgepb,55,Y,N,11,0,49.8,56,
withroac,7,Y,L,10,50,47.2,55,
withroac,9,Y,L,10,51,47.2,55,
withroac,23,Y,L,10,56,47.2,55,
withroac,29,Y,L,10,58,47.2,55,
withroac,30,Y,L,10,58,47.2,55,
withroac,38,Y,M,11,1,47.2,55,
withroac,42,Y,L,11,2,47.2,55,
withroac,52,Y,L,11,5,47.2,55,
withroac,54,Y,L,11,5,47.2,55,
ruppreji,9,Y,L,10,50,50.18,56,
ruppreji,21,Y,N,10,55,50.18,56,
ruppreji,22,Y,N,10,55,50.18,56,
ruppreji,23,Y,L,10,55,50.18,56,
ruppreji,24,Y,N,10,56,50.18,56,
ruppreji,25,Y,N,10,57,50.18,56,
ruppreji,26,Y,N,10,57,50.18,56,
ruppreji,27,Y,L,10,57,50.18,56,
cowen2jr,11,Y,N,10,46,48.44,55,
cowen2jr,12,Y,N,10,47,48.44,55,
cowen2jr,18,Y,N,10,48,48.44,55,
cowen2jr,21,Y,C,10,49,48.44,55,
cowen2jr,24,Y,L,10,50,48.44,55,
cowen2jr,32,Y,N,10,52,48.44,55,
cowen2jr,37,Y,N,10,53,48.44,55,
cowen2jr,40,Y,N,10,54,48.44,55,
cowen2jr,41,Y,N,10,54,48.44,55,
cowen2jr,43,Y,N,10,55,48.44,55,
cowen2jr,44,Y,L,10,55,48.44,55,
cowen2jr,45,Y,N,10,55,48.44,55,
barboujm,3,Y,N,10,51,48.05,54,
barboujm,5,Y,N,10,51,48.05,54,
barboujm,6,Y,N,10,52,48.05,54,
barboujm,16,Y,C,10,57,48.05,54,
barboujm,42,Y,N,11,5,48.05,54,
barboujm,43,Y,N,11,5,48.05,54,
barboujm,44,Y,N,11,5,48.05,54,
Barre3am,18,Y,N,11,0,49.4,56,
Barre3am,25,Y,N,11,3,49.4,56,
Barre3am,33,Y,L,11,6,49.4,56,
Barre3am,35,Y,N,11,7,49.4,56,
Barre3am,46,Y,N,11,10,49.4,56,
Barre3am,55,Y,N,11,13,49.4,56,
Waltergs,4,Y,N,11,46,50.2,57,
Waltergs,12,Y,L,11,46,50.2,57,
Waltergs,17,Y,L,11,46,50.2,57,
Waltergs,30,Y,N,11,46,50.2,57,
Waltergs,31,Y,N,11,46,50.2,57,
Waltergs,41,Y,L,11,46,50.2,57,
Waltergs,48,Y,L,11,46,50.2,57,
jacquaat,48,Y,N,11,47,49.45,57,
jacquaat,49,Y,N,11,47,49.45,57,
jacquaat,50,Y,N,11,47,49.45,57,
jacquaat,51,Y,N,11,47,49.45,57,
jacquaat,52,Y,N,11,47,49.45,57,
jacquaat,53,Y,N,11,47,49.45,57,
jacquaat,54,Y,L,11,47,49.45,57,
jacquaat,55,Y,L,11,47,49.45,57,
jacquaat,56,Y,L,11,47,49.45,57,
jacquaat,57,Y,L,11,47,49.45,57,
Delucaar,5,Y,N,11,43,50.53,57,
Delucaar,16,Y,L,11,45,50.53,57,
Delucaar,18,Y,N,11,45,50.53,57,
Delucaar,20,Y,N,11,46,50.53,57,
Delucaar,27,Y,M,11,48,50.53,57,
Delucaar,38,Y,N,11,50,50.53,57,
Delucaar,55,Y,N,11,52,50.53,57,
Delucaar,56,Y,N,11,52,50.53,57,
kaiserjm,5,Y,C,11,40,49.77,55,
kaiserjm,6,Y,N,11,42,49.77,55,
kaiserjm,7,Y,N,11,42,49.77,55,
kaiserjm,8,Y,N,11,42,49.77,55,
kaiserjm,9,Y,N,11,42,49.77,55,
kaiserjm,10,Y,N,11,42,49.77,55,
kaiserjm,11,Y,N,11,44,49.77,55,
kaiserjm,12,Y,N,11,44,49.77,55,
kaiserjm,13,Y,N,11,44,49.77,55,
blandbt,8,Y,N,11,44,48.81,55,
blandbt,34,Y,N,11,48,48.81,55,
blandbt,36,Y,L,11,49,48.81,55,
blandbt,38,Y,L,11,49,48.81,55,
rambilrd,6,Y,M,11,47,48.97,57,
rambilrd,9,Y,M,11,47,48.97,57,
rambilrd,16,Y,M,11,48,48.97,57,
rambilrd,19,Y,M,11,49,48.97,57,
rambilrd,36,Y,N,11,51,48.97,57,
rambilrd,37,Y,N,11,51,48.97,57,
rambilrd,38,Y,L,11,51,48.97,57,
rambilrd,39,Y,L,11,51,48.97,57,
rouss2wa,6,Y,M,11,47,48.97,57,
rouss2wa,9,Y,M,11,47,48.97,57,
rouss2wa,16,Y,M,11,48,48.97,57,
rouss2wa,19,Y,M,11,49,48.97,57,
rouss2wa,36,Y,N,11,51,48.97,57,
rouss2wa,37,Y,N,11,51,48.97,57,
rouss2wa,38,Y,L,11,51,48.97,57,
rouss2wa,39,Y,L,11,51,48.97,57,
drohatga,22,Y,N,11,55,49.37,56,
drohatga,23,Y,N,11,55,49.37,56,
drohatga,24,Y,N,11,55,49.37,56,
drohatga,25,Y,L,11,55,49.37,56,
drohatga,26,Y,N,11,55,49.37,56,
drohatga,27,Y,L,11,55,49.37,56,
drohatga,28,Y,N,11,55,49.37,56,
drohatga,29,Y,N,11,55,49.37,56,
drohatga,30,Y,L,11,55,49.37,56,
frautsks,1,Y,N,11,45,48.8,55,
frautsks,2,Y,N,11,45,48.8,55,
witherko,14,Y,N,11,46,49.12,55,
witherko,22,Y,N,11,48,49.12,55,
witherko,46,Y,N,11,52,49.12,55,
witherko,47,Y,N,11,52,49.12,55,
Silerja,1,Y,L,11,43,48.78,55,
Silerja,3,Y,N,11,44,48.78,55,
Silerja,10,Y,L,11,46,48.78,55,
Silerja,39,Y,N,11,54,48.78,55,
Silerja,40,Y,N,11,54,48.78,55,
Silerja,41,Y,N,11,54,48.78,55,
Silerja,42,Y,N,11,54,48.78,55,
Silerja,43,Y,N,11,54,48.78,55,
Silerja,44,Y,C,11,54,48.78,55,
Silerja,45,Y,L,11,54,48.78,55,
Silerja,46,Y,L,11,54,48.78,55,
bettsjp,29,Y,C,11,52,49.98,58,
bettsjp,30,Y,C,11,52,49.98,58,
bettsjp,31,Y,N,11,53,49.98,58,
bettsjp,32,Y,N,11,53,49.98,58,
bettsjp,33,Y,N,11,53,49.98,58,
bettsjp,34,Y,N,11,53,49.98,58,
bettsjp,35,Y,N,11,53,49.98,58,
grimmejp,4,Y,N,11,49,51.94,59,
grimmejp,9,Y,L,11,51,51.94,59,
grimmejp,13,Y,M,11,52,51.94,59,
grimmejp,25,Y,N,11,55,51.94,59,
grimmejp,32,Y,M,11,57,51.94,59,
grimmejp,45,Y,L,12,2,51.94,59,
valentga,12,Y,M,11,49,49.98,57,
valentga,13,Y,N,11,49,49.98,57,
valentga,14,Y,L,11,50,49.98,57,
valentga,15,Y,N,11,50,49.98,57,
valentga,16,Y,N,11,50,49.98,57,
valentga,17,Y,N,11,50,49.98,57,
valentga,18,Y,N,11,50,49.98,57,
jankowmx,19,Y,L,11,50,49.79,55,
jankowmx,34,Y,L,11,52,49.79,55,
jankowmx,38,Y,L,11,52,49.79,55,
jankowmx,43,Y,N,11,53,49.79,55,
jankowmx,49,Y,L,11,54,49.79,55,
jankowmx,52,Y,L,11,54,49.79,55,
schuyljw,23,Y,N,11,51,50.35,57,
schuyljw,24,Y,N,11,51,50.35,57,
schuyljw,25,Y,N,11,51,50.35,57,
schuyljw,26,Y,C,11,52,50.35,57,
schuyljw,27,Y,N,11,52,50.35,57,
schuyljw,28,Y,C,11,52,50.35,57,
schuyljw,29,Y,L,11,52,50.35,57,
schuyljw,30,Y,N,11,53,50.35,57,
schuyljw,31,Y,M,11,53,50.35,57,
byrdes,2,Y,N,11,43,50.7,58,
byrdes,3,Y,N,11,44,50.7,58,
byrdes,13,Y,N,11,48,50.7,58,
byrdes,24,Y,N,11,50,50.7,58,
byrdes,25,Y,N,11,51,50.7,58,
byrdes,27,Y,N,11,51,50.7,58,
byrdes,37,Y,N,11,54,50.7,58,
byrdes,45,Y,N,11,56,50.7,58,
gagnonop,3,Y,L,11,48,46.85,53,
gagnonop,19,Y,N,11,54,46.85,53,
gagnonop,28,Y,C,11,56,46.85,53,
gagnonop,35,Y,N,11,58,46.85,53,
gagnonop,37,Y,N,11,58,46.85,53,
gagnonop,43,Y,C,12,0,46.85,53,
gagnonop,47,Y,N,12,1,46.85,53,
gagnonop,48,Y,L,12,1,46.85,53,
Poolerc,36,Y,N,11,57,49.02,56,
Poolerc,37,Y,N,11,57,49.02,56,
Poolerc,38,Y,N,11,57,49.02,56,
Poolerc,39,Y,L,11,57,49.02,56,
Poolerc,40,Y,C,11,58,49.02,56,
Poolerc,41,Y,L,11,58,49.02,56,
Poolerc,42,Y,N,11,58,49.02,56,
Poolerc,43,Y,N,11,58,49.02,56,
blanchwj,37,Y,C,11,54,48.4,55,
blanchwj,38,Y,N,11,54,48.4,55,
blanchwj,39,Y,N,11,54,48.4,55,
blanchwj,40,Y,N,11,54,48.4,55,
blanchwj,41,Y,N,11,54,48.4,55,
cartoncr,9,Y,C,11,50,48.57,55,
cartoncr,13,Y,L,11,52,48.57,55,
cartoncr,17,Y,N,11,53,48.57,55,
cartoncr,18,Y,L,11,54,48.57,55,
cartoncr,27,Y,N,11,56,48.57,55,
cartoncr,36,Y,N,11,58,48.57,55,
cartoncr,41,Y,M,11,59,48.57,55,
cartoncr,44,Y,L,11,59,48.57,55,
cartoncr,51,Y,M,12,1,48.57,55,
cartoncr,55,Y,N,12,2,48.57,55,
grimmejp,4,Y,N,11,49,51.94,59,
grimmejp,9,Y,L,11,51,51.94,59,
grimmejp,13,Y,N,11,52,51.94,59,
grimmejp,25,Y,N,11,55,51.94,59,
grimmejp,32,Y,M,11,57,51.94,59,
grimmejp,45,Y,L,12,2,51.94,59,
clark3kr,1,Y,N,11,47,49.33,56,
clark3kr,6,Y,M,11,50,49.33,56,
clark3kr,8,Y,N,11,51,49.33,56,
clark3kr,13,Y,N,11,53,49.33,56,
clark3kr,39,Y,N,11,59,49.33,56,
clark3kr,40,Y,L,11,59,49.33,56,
clark3kr,41,Y,N,12,0,49.33,56,
clark3kr,42,Y,N,12,0,49.33,56,
clark3kr,43,Y,M,12,0,49.33,56,
white3cd,3,Y,N,11,48,51.09,59,
white3cd,4,Y,C,11,48,51.09,59,
white3cd,6,Y,N,11,49,51.09,59,
white3cd,8,Y,N,11,50,51.09,59,
white3cd,10,Y,L,11,51,51.09,59,
white3cd,16,Y,M,11,54,51.09,59,
white3cd,25,Y,N,11,56,51.09,59,
white3cd,28,Y,N,11,56,51.09,59,
white3cd,42,Y,L,11,59,51.09,59,
Stankake,4,Y,L,11,47,50.18,59,
Stankake,20,Y,M,11,52,50.18,59,
Stankake,38,Y,N,11,58,50.18,59,
Stankake,43,Y,M,12,0,50.18,59,
Stankake,45,Y,N,12,0,50.18,59,
Stankake,57,Y,L,12,4,50.18,59,
boltzjr,36,Y,L,11,54,48.53,52,
boltzjr,37,Y,L,11,54,48.53,52,
boltzjr,38,Y,N,11,54,48.53,52,
boltzjr,39,Y,N,11,55,48.53,52,
boltzjr,40,Y,N,11,55,48.53,52,
boltzjr,41,Y,N,11,55,48.53,52,
nicho2nx,5,Y,N,11,50,47.34,54,