"No.","Time","Source","Destination","Protocol","Length","Native OS","Source Port","Destination Port","Time to live","Info"
"166","9.292821","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"167","9.292836","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=54273 Win=63488 Len=0"
"168","9.333423","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"169","9.333442","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=55297 Win=63488 Len=0"
"170","9.458480","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"171","9.515444","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=56321 Win=63488 Len=0"
"172","9.555175","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"173","9.557923","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"174","9.557939","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=58369 Win=63488 Len=0"
"175","9.637879","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"176","9.640502","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"177","9.640518","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=60417 Win=63488 Len=0"
"178","9.763436","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"179","9.763455","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=61441 Win=63488 Len=0"
"180","9.885365","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"181","9.887864","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"182","9.887880","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=63489 Win=63488 Len=0"
"183","10.010295","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"184","10.012794","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"185","10.012810","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=65537 Win=63488 Len=0"
"186","10.087878","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"187","10.090251","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"188","10.090266","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=67585 Win=63488 Len=0"
"189","10.213558","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"190","10.213578","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=68609 Win=63488 Len=0"
"191","10.272776","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"192","10.275398","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"193","10.275414","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=70657 Win=63488 Len=0"
"194","10.338614","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"195","10.338634","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=71681 Win=63488 Len=0"
"196","10.463419","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"197","10.503470","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=72705 Win=63488 Len=0"
"198","10.555367","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"199","10.557866","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"200","10.557882","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=74753 Win=63488 Len=0"
"201","10.683670","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"202","10.683689","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=75777 Win=63488 Len=0"
"203","10.775245","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"204","10.777868","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"205","10.777884","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=77825 Win=63488 Len=0"
"206","10.903423","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"207","10.903442","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=78849 Win=63488 Len=0"
"208","10.992749","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"209","10.995247","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"210","10.995264","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=80897 Win=63488 Len=0"
"211","11.121053","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"212","11.121072","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=81921 Win=63488 Len=0"
"213","11.227742","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"214","11.230366","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"215","11.230382","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=83969 Win=63488 Len=0"
"216","11.320441","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"217","11.322814","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"218","11.322830","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=86017 Win=63488 Len=0"
"219","11.448495","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"220","11.448516","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=87041 Win=63488 Len=0"
"221","11.525202","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"222","11.527825","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"223","11.527841","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=89089 Win=63488 Len=0"
"224","11.651006","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"225","11.651026","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=90113 Win=63488 Len=0"
"226","11.757946","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"227","11.760446","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"228","11.760462","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=92161 Win=63488 Len=0"
"229","11.852769","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"230","11.855268","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"231","11.855284","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=94209 Win=63488 Len=0"
"232","11.977700","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"233","11.980323","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"234","11.980339","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=96257 Win=63488 Len=0"
"235","12.055406","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"236","12.057905","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"237","12.057920","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=98305 Win=63488 Len=0"
"238","12.106003","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"239","12.106022","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=99329 Win=63488 Len=0"
"240","12.183585","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"241","12.223514","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=100353 Win=63488 Len=0"
"242","12.348368","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"243","12.427520","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=101377 Win=63488 Len=0"
"244","12.491414","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"245","12.494037","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"246","12.494054","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=103425 Win=63488 Len=0"
"247","12.550880","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"248","12.550899","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=104449 Win=63488 Len=0"
"249","12.673437","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"250","12.757765","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"251","12.757781","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=106933 Win=63488 Len=0"
"252","12.760264","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"253","12.760282","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=107521 Win=63488 Len=0"
"254","12.878447","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"255","12.878467","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=108545 Win=63488 Len=0"
"256","12.960153","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"257","12.962776","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"258","12.962793","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=110593 Win=63488 Len=0"
"259","13.000880","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"260","13.000899","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=111617 Win=63488 Len=0"
"261","13.083458","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"262","13.163538","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=112641 Win=63488 Len=0"
"263","13.227878","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"264","13.230377","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"265","13.230392","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=114689 Win=63488 Len=0"
"266","13.286096","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"267","13.286115","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=115713 Win=63488 Len=0"
"268","13.351059","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"269","13.405778","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"270","13.405794","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=117761 Win=63488 Len=0"
"271","13.528461","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"272","13.632778","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"273","13.632795","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=120245 Win=63488 Len=0"
"274","13.635276","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"275","13.635295","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=120833 Win=63488 Len=0"
"276","13.742716","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"277","13.745340","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"278","13.745355","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=122881 Win=63488 Len=0"
"279","13.835164","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"280","13.837913","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"281","13.837928","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=124929 Win=63488 Len=0"
"282","13.960845","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"283","13.960864","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=125953 Win=63488 Len=0"
"284","14.025309","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"285","14.027807","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"286","14.027823","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=128001 Win=63488 Len=0"
"287","14.150863","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"288","14.150883","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=129025 Win=63488 Len=0"
"289","14.227821","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"290","14.230320","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"291","14.230336","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=131073 Win=63488 Len=0"
"292","14.273296","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"293","14.273315","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=132097 Win=63488 Len=0"
"294","14.395977","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"295","14.435571","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=133121 Win=63488 Len=0"
"296","14.462690","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"297","14.465439","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"298","14.465455","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=135169 Win=63488 Len=0"
"299","14.538523","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"300","14.538542","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=136193 Win=63488 Len=0"
"301","14.588369","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"302","14.660954","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"303","14.660970","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=138241 Win=63488 Len=0"
"304","14.783386","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"305","14.899583","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=139265 Win=63488 Len=0"
"306","14.955165","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"307","14.957914","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"308","14.957929","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=141313 Win=63488 Len=0"
"309","15.022128","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"310","15.022147","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=142337 Win=63488 Len=0"
"311","15.078347","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"312","15.143560","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"313","15.143577","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=144385 Win=63488 Len=0"
"314","15.195281","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"315","15.197905","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"316","15.197921","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=146433 Win=63488 Len=0"
"317","15.315965","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"318","15.315984","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=147457 Win=63488 Len=0"
"319","15.382677","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"320","15.385176","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"321","15.385192","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=149505 Win=63488 Len=0"
"322","15.492867","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"323","15.495364","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"324","15.495381","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=151553 Win=63488 Len=0"
"325","15.615923","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"326","15.615943","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=152577 Win=63488 Len=0"
"327","15.695253","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"328","15.698002","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"329","15.698018","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=154625 Win=63488 Len=0"
"330","15.818684","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"331","15.818704","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=155649 Win=63488 Len=0"
"332","15.915255","98.114.205.102","192.150.11.111","Socks","1514","","2152","1080","113","Unknown"
"333","15.917878","98.114.205.102","192.150.11.111","Socks","642","","2152","1080","113","Unknown"
"334","15.917894","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=157697 Win=63488 Len=0"
"335","16.040810","98.114.205.102","192.150.11.111","Socks","1078","","2152","1080","113","Unknown"
"336","16.040830","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [ACK] Seq=1 Ack=158721 Win=63488 Len=0"
"337","16.096780","98.114.205.102","192.150.11.111","TCP","60","","2152","1080","113","2152  >  1080 [FIN, ACK] Seq=158721 Ack=1 Win=64240 Len=0"
"338","16.096839","192.150.11.111","98.114.205.102","TCP","54","","1080","2152","64","1080  >  2152 [FIN, ACK] Seq=1 Ack=158722 Win=63488 Len=0"
"339","16.096872","192.150.11.111","98.114.205.102","TCP","72","","36296","8884","64","36296  >  8884 [PSH, ACK] Seq=72 Ack=165 Win=5888 Len=6 TSval=4055636635 TSecr=438621"
"340","16.097404","98.114.205.102","192.150.11.111","TCP","89","","8884","36296","113","8884  >  36296 [PSH, ACK] Seq=165 Ack=72 Win=64169 Len=23 TSval=438721 TSecr=4055634156"
"341","16.097417","192.150.11.111","98.114.205.102","TCP","66","","36296","8884","64","36296  >  8884 [ACK] Seq=78 Ack=188 Win=5888 Len=0 TSval=4055636635 TSecr=438721"
"342","16.097459","192.150.11.111","98.114.205.102","TCP","66","","36296","8884","64","36296  >  8884 [FIN, ACK] Seq=78 Ack=188 Win=5888 Len=0 TSval=4055636635 TSecr=438721"
"343","16.214214","98.114.205.102","192.150.11.111","TCP","60","","2152","1080","113","2152  >  1080 [ACK] Seq=158722 Ack=2 Win=64240 Len=0"
"344","16.214589","98.114.205.102","192.150.11.111","TCP","66","","8884","36296","113","8884  >  36296 [ACK] Seq=188 Ack=79 Win=64163 Len=0 TSval=438722 TSecr=4055636635"
"345","16.216962","98.114.205.102","192.150.11.111","TCP","93","","8884","36296","113","8884  >  36296 [PSH, ACK] Seq=188 Ack=79 Win=64163 Len=27 TSval=438722 TSecr=4055636635"
"346","16.216975","192.150.11.111","98.114.205.102","TCP","54","","36296","8884","64","36296  >  8884 [RST] Seq=79 Win=0 Len=0"
"347","16.219211","98.114.205.102","192.150.11.111","TCP","66","","8884","36296","113","8884  >  36296 [FIN, ACK] Seq=215 Ack=79 Win=64163 Len=0 TSval=438722 TSecr=4055636635"
"348","16.219218","192.150.11.111","98.114.205.102","TCP","54","","36296","8884","64","36296  >  8884 [RST] Seq=79 Win=0 Len=0"
